MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
7,2,7,4,6,5,9,148.4131591,3,6,7,5,7,4,8,5,4,4,4,5,0.425793517
1,6,2,5,6,12,7,1096.633158,6,5,4,11,7,6,6,3,6,7,7,6,0.369259121
7,5,2,3,8,4,7,148.4131591,7,6,4,3,7,3,7,0,10,4,9,7,0.410293653
7,7,8,6,4,4,6,1096.633158,7,4,6,6,3,2,5,7,2,4,6,2,0.301569619
,10,6,5,6,2,2,148.4131591,5,5,6,3,2,5,3,4,7,7,5,3,0.438240142
4,8,9,4,3,6,10,2.718281828,6,4,3,10,4,3,4,6,4,6,13,8,0.428692665
1,4,0,5,6,7,3,148.4131591,1,11,11,3,5,4,4,8,8,6,4,6,0.417788852
5,6,4,6,2,2,3,148.4131591,5,2,9,6,7,2,5,9,4,7,5,9,0.382287333
12,6,6,2,3,5,4,148.4131591,7,5,5,7,4,7,4,8,4,8,4,6,0.376181606
8,1,4,7,7,6,4,403.4287935,7,3,5,4,4,8,2,4,6,5,3,6,0.321018224
2,6,6,6,2,4,2,403.4287935,7,4,6,3,6,7,6,4,3,8,9,4,0.30755485
5,5,6,6,6,7,10,148.4131591,4,4,3,7,6,0,4,8,7,5,6,8,0.335822755
6,4,5,10,9,3,3,2980.957987,4,5,2,4,6,3,6,9,7,4,4,6,0.321137124
4,3,2,5,4,2,8,403.4287935,5,6,4,8,4,6,2,3,4,6,4,7,0.378514947
3,6,2,6,7,7,2,20.08553692,7,9,2,2,6,5,2,6,8,12,4,11,0.346556944
4,6,5,9,8,6,5,54.59815003,3,6,5,3,3,7,6,6,4,4,4,3,0.354300024
5,6,9,3,5,7,4,7.389056099,7,7,3,8,11,9,5,7,4,5,3,8,0.303694855
7,5,8,8,6,9,5,148.4131591,9,5,2,5,3,4,3,2,4,7,5,3,0.376806473
5,8,4,8,7,6,11,403.4287935,4,4,10,3,4,5,2,4,4,6,3,5,0.391863049
9,4,3,3,3,3,5,8103.083928,3,3,8,3,7,7,1,9,6,8,5,6,0.34681672
5,4,4,6,6,5,1,54.59815003,5,6,3,,1,6,2,3,3,6,2,7,0.318375418
1,5,8,4,3,3,4,2.718281828,7,7,11,,4,5,5,6,4,7,3,10,0.398521849
2,7,6,3,3,6,6,2.718281828,5,6,7,8,4,4,8,3,3,7,5,3,0.318057531
9,5,7,6,6,4,2,54.59815003,2,6,7,7,5,2,2,3,6,9,5,1,0.414359894
2,9,7,7,5,7,6,7.389056099,7,2,8,4,3,4,4,6,4,6,4,6,0.376443141
,4,4,5,3,10,5,148.4131591,5,3,6,3,4,2,9,4,3,2,7,4,0.333242179
4,6,6,5,4,5,7,148.4131591,3,5,3,5,8,4,5,5,4,8,3,7,0.425822065
8,6,7,7,8,5,8,2.718281828,5,4,4,6,7,6,3,8,8,6,2,4,0.319848122
6,6,5,5,4,4,5,148.4131591,11,6,5,2,6,7,8,10,5,3,10,2,0.384165712
6,5,2,9,6,5,9,148.4131591,9,5,5,1,1,6,3,4,3,6,3,5,0.386451581
6,5,5,5,4,6,9,403.4287935,2,7,4,7,5,6,5,5,5,2,1,6,0.305223035
7,6,4,5,6,6,5,22026.46579,5,6,6,10,6,4,6,5,8,4,5,10,0.385359972
5,3,4,2,7,4,4,20.08553692,5,5,4,7,5,6,3,4,8,7,0,3,0.397190322
6,1,1,7,5,6,4,54.59815003,5,3,6,4,3,1,6,8,3,2,5,5,0.427418527
6,2,6,8,6,5,6,1,5,5,4,6,5,5,5,3,4,2,7,6,0.399250814
6,5,2,0,4,6,2,403.4287935,3,5,4,6,7,5,2,6,5,5,2,2,0.367820298
2,6,2,3,5,5,1,54.59815003,3,4,5,7,6,8,3,4,5,3,3,6,0.419462003
9,3,7,6,4,3,7,2980.957987,4,7,4,4,4,6,7,4,3,3,3,8,0.349529986
4,7,0,7,3,5,4,403.4287935,4,10,3,2,5,5,4,9,4,7,5,2,0.41977209
5,3,6,5,7,7,12,403.4287935,3,5,6,4,4,4,5,7,6,4,9,3,0.418155849
6,2,6,6,4,2,8,148.4131591,2,7,5,5,4,2,6,8,1,4,3,5,0.384512355
7,0,4,3,7,8,10,22026.46579,1,4,4,3,13,6,7,6,8,4,1,4,0.348247265
6,9,5,9,5,7,4,148.4131591,5,7,3,,7,6,4,4,1,4,8,8,0.382768755
7,4,2,2,2,6,5,59874.14172,7,3,7,6,2,5,6,7,4,5,6,3,0.42682573
8,3,1,6,6,4,5,54.59815003,7,5,4,7,2,4,6,9,6,4,7,6,0.389115536
6,9,4,5,6,4,2,8103.083928,4,8,3,2,7,8,7,8,5,2,4,3,0.417601798
4,3,5,4,3,4,3,403.4287935,5,11,4,3,3,4,4,8,4,7,4,4,0.348247655
3,8,10,5,6,5,12,148.4131591,7,3,6,2,4,3,3,7,7,7,5,8,0.340923405
7,3,8,6,6,4,3,54.59815003,2,6,2,7,4,5,6,8,7,7,5,8,0.335818571
8,3,5,4,4,6,6,54.59815003,6,9,2,4,5,5,4,10,3,8,3,0,0.368775068
5,6,6,6,6,6,6,2.718281828,5,2,6,2,5,4,5,5,7,6,2,3,0.360476648
3,3,4,3,4,7,3,54.59815003,8,7,7,3,6,2,2,9,4,3,4,3,0.419590928
5,5,5,6,8,4,3,20.08553692,9,2,4,5,1,2,6,3,8,10,5,8,0.31576431
5,0,5,3,3,7,6,1096.633158,4,4,1,3,7,4,3,5,4,6,7,10,0.377566567
2,9,4,3,6,8,3,403.4287935,2,8,7,6,6,5,0,2,5,0,1,3,0.356476914
6,4,2,5,5,11,7,148.4131591,2,9,4,2,3,8,1,5,5,5,3,6,0.43125978
3,6,7,6,4,4,7,403.4287935,11,7,3,6,4,3,6,6,6,6,5,3,0.410374526
8,4,6,3,2,3,4,2980.957987,9,3,5,4,3,3,1,3,3,4,4,6,0.360669144
8,5,4,4,3,4,9,7.389056099,5,3,2,11,7,4,2,7,4,8,4,4,0.389685886
8,6,3,2,4,6,4,403.4287935,4,7,5,6,4,6,9,1,4,4,3,5,0.404382769
5,7,8,1,4,4,6,2980.957987,8,6,7,4,2,5,2,5,7,4,4,4,0.309959812
4,3,1,6,3,3,3,20.08553692,2,1,6,4,7,6,7,8,1,2,4,6,0.394320764
3,5,7,7,4,11,4,7.389056099,5,6,4,1,7,8,5,6,4,8,7,6,0.319528569
3,3,4,4,8,7,3,403.4287935,2,3,8,5,9,9,3,4,8,5,5,5,0.326452706
3,2,3,3,4,4,7,148.4131591,5,2,5,3,5,2,6,4,4,4,6,11,0.364569619
9,5,4,7,5,4,3,1096.633158,9,6,4,5,5,3,4,6,2,8,4,6,0.437123371
4,7,6,3,4,4,5,54.59815003,4,8,2,5,5,4,4,5,5,8,5,3,0.433302017
2,5,3,9,6,2,4,20.08553692,2,4,6,4,2,4,3,4,3,4,3,7,0.426317908
4,2,5,5,8,6,5,1,7,4,8,4,5,2,6,9,8,6,1,5,0.304806082
6,9,4,11,6,5,6,54.59815003,3,7,4,4,3,6,8,3,4,5,3,6,0.419397062
6,8,5,3,7,6,11,54.59815003,3,3,4,4,3,8,5,3,8,6,6,3,0.408663233
7,6,4,4,5,5,6,8103.083928,5,8,4,4,11,9,4,9,4,1,8,5,0.369829346
6,4,4,3,4,5,9,403.4287935,4,4,4,2,9,8,7,5,5,7,4,7,0.345559646
2,1,5,2,4,5,2,403.4287935,4,5,9,5,3,2,4,5,5,3,4,8,0.405782382
7,1,3,4,7,4,3,1096.633158,3,3,5,,6,6,8,6,7,3,1,2,0.314984064
3,5,5,8,5,3,5,403.4287935,7,6,4,6,6,5,7,1,8,1,4,3,0.391062072
3,7,6,3,4,4,10,148.4131591,2,6,3,6,6,9,5,6,4,5,6,4,0.394062582
5,5,6,6,8,7,7,54.59815003,2,6,3,3,7,8,3,7,7,7,6,6,0.377517405
5,2,11,3,2,7,1,148.4131591,5,3,5,6,7,4,5,4,3,3,6,8,0.42288927
3,7,11,6,6,5,2,54.59815003,5,8,6,4,5,4,4,9,7,10,7,6,0.346180388
5,2,11,8,5,5,4,403.4287935,0,4,5,7,7,4,5,6,4,4,4,6,0.366942572
4,7,2,3,7,4,7,1096.633158,7,7,2,8,5,5,4,4,8,4,4,2,0.406212732
7,4,5,8,5,4,4,148.4131591,3,9,5,4,6,8,11,6,4,4,5,2,0.400336171
5,4,5,3,6,4,5,148.4131591,5,7,3,1,2,5,4,1,7,10,4,9,0.378744441
5,1,6,5,3,2,11,148.4131591,3,5,1,5,4,3,5,0,3,4,2,4,0.338098888
7,4,3,4,3,3,8,20.08553692,4,7,3,3,5,3,6,4,6,9,8,7,0.341195075
7,3,6,4,9,6,3,54.59815003,7,7,6,2,2,5,5,8,11,4,7,3,0.403768737
1,6,11,4,8,8,6,54.59815003,5,1,3,8,8,5,5,2,8,9,7,3,0.300804164
4,5,5,7,7,5,3,2980.957987,4,5,5,4,8,4,3,6,4,5,9,4,0.391382819
7,14,3,5,5,3,10,54.59815003,13,6,0,9,10,6,2,4,6,5,5,4,0.334758265
5,2,4,6,4,8,5,20.08553692,7,4,7,7,7,8,5,2,4,1,1,6,0.394219223
2,8,3,5,9,4,4,403.4287935,4,7,3,5,7,4,6,1,10,5,6,2,0.326171304
2,7,6,7,4,4,4,148.4131591,8,5,3,9,5,3,3,3,1,4,5,3,0.352701452
4,6,5,6,7,7,4,1096.633158,6,10,2,4,8,7,4,8,9,7,5,4,0.40553427
2,4,5,4,3,3,3,54.59815003,0,7,3,9,6,6,5,5,2,6,4,2,0.405728161
3,3,4,4,1,2,7,20.08553692,4,3,7,,2,8,1,6,0,3,4,3,0.329356575
6,13,12,6,2,2,6,148.4131591,5,1,4,1,3,2,4,4,1,6,5,8,0.352679418
7,5,9,3,2,6,5,20.08553692,4,5,3,6,6,6,3,5,3,7,2,6,0.37035083
6,5,4,6,3,12,8,20.08553692,4,7,5,4,4,10,4,5,2,4,3,5,0.382230264
8,3,2,2,5,10,6,54.59815003,6,8,6,3,3,5,6,7,7,6,4,5,0.403940804
5,5,5,6,9,5,5,1,5,6,5,6,5,10,8,4,8,5,5,1,0.303309164
5,1,6,8,5,6,9,403.4287935,4,6,7,5,3,4,10,5,5,0,2,4,0.316145349
3,5,3,4,3,6,5,148.4131591,5,4,3,4,2,2,7,4,2,5,5,6,0.322081206
3,6,5,5,5,7,6,148.4131591,3,5,8,,2,2,6,4,5,1,8,2,0.326692785
3,3,9,6,4,2,4,1,6,7,5,4,7,9,7,2,1,4,4,3,0.304238274
5,7,1,5,7,1,5,148.4131591,3,9,5,7,4,8,4,5,8,2,3,2,0.428865979
6,5,6,3,3,0,3,54.59815003,4,7,6,5,5,6,4,6,3,8,3,6,0.32270729
5,3,3,7,5,9,11,403.4287935,7,4,2,7,4,6,8,7,3,7,3,7,0.310309469
4,3,7,1,2,6,10,7.389056099,5,7,2,5,4,3,6,5,3,3,5,0,0.366041556
9,1,8,5,4,3,1,1096.633158,6,8,4,5,7,1,6,5,5,5,5,3,0.431765648
4,5,6,7,5,4,1,148.4131591,3,8,6,3,9,8,7,8,4,7,5,2,0.435014018
6,3,2,7,6,12,3,54.59815003,7,6,3,7,6,8,4,4,4,5,3,1,0.394696396
6,6,7,7,6,4,4,20.08553692,10,5,9,5,7,6,5,6,8,2,8,5,0.324968826
4,8,7,2,4,3,5,20.08553692,6,7,7,5,6,5,5,9,4,6,5,4,0.300531413
6,8,2,3,3,4,7,54.59815003,5,7,5,8,3,3,4,8,2,6,6,6,0.346904513
7,6,3,3,0,4,7,148.4131591,8,3,4,2,4,6,3,4,2,3,3,10,0.317563853
3,4,7,7,6,4,8,2.718281828,4,3,3,7,9,7,3,4,4,4,2,3,0.40571338
8,4,5,5,2,8,4,8103.083928,5,6,3,6,7,1,8,5,1,5,3,7,0.435674819
4,12,4,5,3,6,7,148.4131591,5,5,9,5,4,5,9,3,1,3,7,2,0.311721189
6,2,5,2,5,2,4,403.4287935,3,3,7,12,5,8,4,3,7,6,5,3,0.355570824
7,3,8,3,4,3,2,20.08553692,3,2,2,4,8,4,6,7,4,8,2,3,0.426345731
2,7,3,9,9,7,5,20.08553692,6,3,7,4,9,5,5,6,7,6,3,6,0.401960745
1,1,3,7,8,7,6,54.59815003,3,0,4,3,4,6,3,4,6,6,5,5,0.421769272
7,7,3,7,7,1,7,1096.633158,7,4,4,1,10,3,8,4,4,10,4,5,0.429216941
9,4,3,9,7,2,3,20.08553692,11,4,4,4,2,4,2,4,8,2,8,6,0.357766327
4,5,7,5,6,6,6,54.59815003,5,6,7,5,4,11,3,7,8,4,4,3,0.397112701
4,4,2,10,6,2,5,8103.083928,6,5,5,3,8,8,5,1,4,8,3,4,0.39930689
4,7,4,3,6,5,6,1096.633158,3,7,3,8,4,6,4,5,5,2,5,6,0.388314246
6,5,4,6,3,4,5,2.718281828,9,4,4,5,5,6,8,1,2,4,2,2,0.345608352
2,3,3,5,5,4,6,1096.633158,3,7,4,4,7,3,3,3,5,7,4,7,0.416503637
6,2,7,13,9,3,9,2980.957987,6,5,3,1,4,2,5,6,6,7,8,2,0.407645623
7,4,6,7,7,9,6,8103.083928,3,7,8,4,2,3,6,3,7,7,3,0,0.362329826
2,2,2,3,5,9,3,1096.633158,6,3,5,3,10,7,2,6,5,10,1,4,0.358935481
2,4,6,4,6,2,4,1096.633158,2,6,5,2,3,4,8,5,6,8,7,3,0.301509702
5,1,5,4,4,4,3,2980.957987,3,5,5,3,5,5,8,3,5,8,7,4,0.418082204
9,8,8,6,6,5,10,2980.957987,1,3,3,,1,3,1,2,4,3,5,5,0.339757758
5,2,10,3,1,4,0,1096.633158,5,1,2,5,3,6,3,5,2,5,4,6,0.365912511
3,4,6,7,6,3,1,54.59815003,9,4,5,6,4,6,7,9,5,9,1,8,0.357582148
,4,6,3,4,3,6,54.59815003,3,7,3,4,8,8,2,7,6,5,6,5,0.394939497
5,3,2,6,6,5,9,403.4287935,1,7,3,1,6,1,4,5,6,5,11,2,0.354614496
4,7,2,10,7,2,6,2980.957987,2,5,5,7,5,6,5,7,6,3,7,8,0.325163117
,9,4,5,3,2,8,403.4287935,3,3,7,5,2,5,2,4,4,5,5,6,0.421606356
3,5,4,10,10,3,5,2.718281828,1,5,3,5,4,6,6,4,9,4,4,5,0.325696454
3,7,7,10,9,4,4,54.59815003,6,8,4,10,1,7,5,5,6,5,5,6,0.30398013
6,8,4,1,3,4,7,1096.633158,8,4,9,0,7,7,3,6,4,4,7,8,0.327473566
8,2,3,4,3,5,4,403.4287935,3,3,1,5,7,5,8,3,5,5,4,6,0.363720202
8,5,3,6,3,6,4,54.59815003,5,4,3,4,2,5,5,3,3,7,4,3,0.359251955
2,8,6,6,4,6,4,20.08553692,3,2,5,4,5,6,4,5,5,5,4,8,0.41148495
4,5,3,4,5,5,5,54.59815003,8,3,8,5,8,0,1,7,5,2,4,7,0.327290422
4,3,6,6,9,9,5,148.4131591,2,7,6,,2,0,5,6,11,5,7,4,0.408585475
6,6,7,8,8,9,5,54.59815003,7,6,7,4,2,3,3,6,4,5,1,4,0.313491535
5,4,3,2,2,7,4,59874.14172,2,9,5,4,0,5,10,6,4,9,5,6,0.366312491
7,5,5,4,6,3,8,54.59815003,10,5,4,7,4,2,3,6,7,11,4,5,0.421146057
4,4,5,7,5,2,6,59874.14172,1,9,6,3,6,12,5,7,5,3,9,6,0.357810735
5,8,5,2,6,9,8,148.4131591,7,7,8,2,3,5,7,4,7,7,8,4,0.434859323
2,8,4,6,5,6,1,20.08553692,6,6,5,8,4,1,6,4,4,3,1,8,0.388345535
1,4,2,1,3,9,8,2980.957987,6,7,2,4,3,10,4,4,3,2,4,3,0.405931277
4,5,9,6,5,6,12,403.4287935,4,9,1,6,5,8,9,8,6,6,6,9,0.37138009
5,7,5,5,7,7,7,20.08553692,4,2,8,5,8,7,6,9,9,3,7,4,0.360166098
6,7,4,2,6,5,2,54.59815003,4,4,0,4,5,5,3,10,9,6,4,4,0.311854875
6,6,11,5,7,6,6,54.59815003,5,4,8,2,4,3,12,9,9,4,8,7,0.316792887
,4,3,2,6,8,4,403.4287935,3,10,2,1,2,2,7,7,7,6,5,3,0.38003853
8,2,4,4,4,11,1,7.389056099,2,6,1,4,3,4,8,2,5,5,4,5,0.385908724
6,8,5,2,3,3,3,54.59815003,8,7,0,7,7,9,5,2,5,1,12,4,0.437865678
4,6,8,8,4,1,5,148.4131591,7,5,3,2,6,13,3,6,2,4,4,3,0.420084056
1,3,6,4,3,4,5,2980.957987,5,4,5,9,2,2,5,7,4,4,9,2,0.418228153
1,6,6,8,7,7,3,2980.957987,6,7,2,1,2,3,6,1,4,1,4,7,0.34012453
5,6,7,3,6,3,7,403.4287935,9,6,5,2,7,6,5,3,6,5,5,4,0.357649475
4,5,4,4,7,3,5,148.4131591,0,2,9,8,5,5,4,4,7,7,1,2,0.314298066
4,7,4,6,6,9,3,403.4287935,3,10,4,7,9,5,7,4,7,3,6,4,0.381415102
7,4,7,4,3,2,4,2.718281828,5,5,6,3,3,5,2,4,4,3,7,4,0.309735292
9,6,4,12,9,1,5,148.4131591,3,5,2,6,7,6,3,4,6,9,3,6,0.362556316
,6,3,13,8,2,12,148.4131591,8,3,4,3,2,3,6,5,6,4,7,6,0.379267967
5,1,12,2,7,7,7,8103.083928,1,2,7,5,6,9,4,2,10,8,7,4,0.331945892
1,6,4,4,6,6,3,148.4131591,1,4,5,7,5,4,3,4,6,4,3,5,0.408562202
8,3,10,6,7,3,4,148.4131591,3,2,7,4,7,3,7,4,6,6,4,2,0.394478669
7,6,8,2,5,6,6,403.4287935,4,13,6,6,4,4,3,3,6,6,2,5,0.320701118
7,2,3,7,5,8,7,148.4131591,7,4,3,6,5,4,5,7,6,2,5,3,0.437715271
3,5,4,0,2,4,2,148.4131591,7,4,4,4,2,5,4,5,4,9,6,2,0.375886367
8,3,3,1,3,7,6,403.4287935,1,10,4,4,1,6,5,7,5,4,4,7,0.303698526
2,9,4,5,0,6,8,148.4131591,7,3,6,5,5,3,7,4,1,2,1,6,0.349015379
3,5,3,4,4,7,9,7.389056099,9,4,8,5,2,6,6,7,4,6,7,7,0.437103508
5,2,9,4,6,9,4,403.4287935,6,5,8,5,6,7,5,10,8,3,3,7,0.426323316
1,3,4,5,3,3,5,148.4131591,2,2,5,,4,7,6,3,1,3,8,5,0.321162818
6,4,3,4,8,6,3,403.4287935,2,10,5,5,10,6,6,6,7,3,6,4,0.419700802
3,7,7,7,5,5,9,403.4287935,8,6,4,2,5,4,8,6,6,4,9,5,0.386577513
4,5,6,5,5,1,4,2980.957987,7,4,9,2,4,5,4,6,7,3,3,4,0.303042834
7,2,5,3,3,4,4,2980.957987,5,4,3,8,5,6,4,6,3,6,4,5,0.40604023
2,6,2,5,4,6,7,59874.14172,9,6,4,6,5,4,3,1,4,8,1,1,0.357797088
4,4,5,4,5,3,6,2.718281828,3,4,6,3,6,6,3,1,4,5,5,10,0.355459454
5,4,4,7,5,2,7,54.59815003,4,6,1,,3,10,6,1,4,5,4,2,0.353592009
9,5,6,3,4,4,9,20.08553692,3,7,3,,4,3,4,4,4,3,7,2,0.383518165
4,5,2,3,2,4,6,148.4131591,8,4,5,5,2,6,7,7,5,4,6,8,0.399990037
4,6,8,3,4,7,7,1096.633158,7,2,4,4,4,7,6,4,2,7,6,7,0.390669951
5,7,1,5,4,3,5,2980.957987,4,4,4,1,5,4,8,4,4,6,7,4,0.33384667
6,5,5,9,7,2,8,20.08553692,6,8,1,4,3,3,5,5,6,5,5,9,0.398952311
5,8,8,6,5,10,8,148.4131591,3,4,4,5,4,4,4,5,2,7,2,6,0.318972471
4,5,5,4,5,4,3,20.08553692,6,4,5,5,5,5,6,4,3,6,3,5,0.435987738
6,4,1,4,6,2,7,7.389056099,8,7,3,,7,9,3,9,5,6,3,2,0.366305881
3,5,7,5,5,8,3,148.4131591,6,3,5,2,2,4,6,4,3,4,2,7,0.312788473
4,7,5,6,9,4,2,403.4287935,1,7,10,3,7,3,7,6,9,3,5,7,0.380727498
4,5,1,7,7,2,4,54.59815003,3,6,4,5,6,4,4,3,7,4,6,7,0.380777438
9,8,0,9,6,4,4,403.4287935,7,5,5,9,3,5,2,2,3,3,6,6,0.3054336
8,1,4,1,3,5,4,20.08553692,2,4,4,8,4,4,1,3,1,1,4,3,0.301520882
3,12,3,5,7,6,5,7.389056099,9,5,3,4,2,6,6,4,10,5,7,5,0.439454313
6,5,4,4,6,7,3,2980.957987,3,4,5,8,4,4,5,3,6,5,3,8,0.354611849
4,5,7,6,7,5,5,1096.633158,4,6,8,5,6,5,6,3,7,9,6,4,0.334363776
6,3,5,3,4,5,3,59874.14172,5,4,5,4,6,5,8,7,3,6,2,8,0.376681472
6,9,2,8,3,3,6,1096.633158,2,5,2,4,3,6,5,3,1,2,1,4,0.301167268
,5,6,5,4,4,2,20.08553692,3,6,3,6,5,1,6,0,4,4,2,5,0.301805308
5,5,2,5,3,3,9,2980.957987,4,2,4,2,9,3,7,4,3,5,9,3,0.315789146
3,6,7,2,4,3,4,1,8,4,6,5,3,3,6,7,5,3,8,1,0.412353546
5,5,4,6,7,3,8,2980.957987,3,1,7,7,4,3,4,5,7,9,5,4,0.33475474
4,4,5,3,4,3,11,54.59815003,4,3,3,6,7,6,4,4,6,6,3,6,0.370483985
5,3,5,4,5,7,2,403.4287935,7,4,5,3,7,6,2,3,6,7,5,4,0.331306944
8,6,2,4,5,3,6,7.389056099,6,4,3,4,5,5,4,3,4,5,3,6,0.376275977
2,4,8,6,7,4,3,54.59815003,4,5,4,8,3,10,5,8,7,2,8,6,0.371232767
4,8,5,6,9,6,2,2980.957987,8,8,5,4,6,6,8,2,11,2,4,0,0.35610142
4,9,5,9,5,2,1,54.59815003,7,6,5,8,3,4,7,3,2,6,3,5,0.360647716
6,5,7,4,5,13,5,1,6,5,5,4,9,6,7,4,2,4,3,6,0.391472942
10,4,3,6,7,4,10,148.4131591,6,6,6,4,2,11,10,8,5,5,7,9,0.417901549
5,2,2,3,3,3,9,54.59815003,7,4,4,,4,9,9,3,3,4,6,4,0.344717268
1,5,2,3,5,5,5,148.4131591,8,6,7,6,3,4,5,1,4,4,7,7,0.374500369
3,5,4,3,4,2,4,54.59815003,3,2,1,5,8,4,2,6,6,11,6,1,0.419584558
6,3,7,8,7,3,5,20.08553692,5,10,3,5,7,3,1,5,4,7,3,7,0.323509575
8,2,7,5,3,3,5,403.4287935,7,5,3,7,6,9,5,2,3,4,8,2,0.437138014
6,3,8,0,3,4,7,2980.957987,2,6,5,6,5,8,8,7,6,6,5,4,0.405088061
1,1,8,1,2,3,3,7.389056099,4,3,3,3,5,7,7,4,4,8,5,2,0.35125585
2,5,4,1,6,2,5,22026.46579,6,7,0,7,5,6,9,8,9,6,4,6,0.352525068
,6,4,4,9,4,3,403.4287935,5,8,9,7,4,6,6,1,10,1,7,10,0.32874872
5,7,5,8,8,3,8,148.4131591,5,9,5,4,6,4,5,5,4,2,9,6,0.337508145
5,7,4,3,6,6,6,54.59815003,3,6,5,5,3,4,7,9,5,5,2,5,0.382184915
2,6,3,2,3,2,6,403.4287935,8,3,3,2,7,4,5,5,5,6,4,5,0.300523335
3,6,5,3,3,6,6,20.08553692,5,5,6,2,10,5,3,4,3,7,4,8,0.303242394
5,4,5,3,3,5,6,403.4287935,6,3,5,1,6,6,6,5,3,6,2,3,0.438106751
4,5,4,7,6,2,4,7.389056099,7,3,5,,5,10,3,9,3,4,7,5,0.332974199
6,5,7,4,6,3,10,20.08553692,7,5,9,8,7,3,3,4,3,4,6,7,0.416139105
2,3,8,6,4,4,6,148.4131591,6,4,5,9,3,7,7,5,4,2,4,7,0.385736156
4,3,6,7,8,7,3,54.59815003,6,7,3,5,8,4,8,6,8,2,5,4,0.362437235
7,6,2,3,3,7,2,148.4131591,4,1,8,7,4,6,4,9,5,6,4,3,0.402505264
5,4,5,11,7,3,2,54.59815003,5,1,2,2,3,5,6,2,3,7,5,2,0.30700299
4,2,3,3,5,5,4,54.59815003,4,4,6,5,6,5,8,4,4,6,6,3,0.405850996
2,7,4,4,7,7,9,2980.957987,1,3,2,6,1,3,6,4,11,3,4,6,0.419978604
3,5,2,5,7,5,4,403.4287935,2,5,5,5,4,6,6,7,7,8,3,4,0.339232029
4,2,5,6,5,5,3,403.4287935,7,4,4,6,5,5,6,2,3,6,7,7,0.342226231
3,6,5,3,6,6,6,7.389056099,4,6,3,4,5,4,6,5,6,6,3,5,0.314422273
5,3,7,5,2,5,3,2980.957987,5,4,3,3,5,8,4,3,3,6,4,9,0.419825146
2,3,4,9,8,7,1,59874.14172,5,4,8,10,6,4,2,5,4,7,2,2,0.413107336
7,3,5,5,6,6,6,1096.633158,6,5,5,4,6,9,7,10,6,5,4,5,0.359529662
6,6,4,4,6,2,4,20.08553692,5,7,7,2,9,6,5,3,8,7,6,2,0.352880644
8,6,4,3,5,7,12,2980.957987,3,4,3,2,3,6,8,2,8,4,8,6,0.35985373
1,3,1,1,6,13,6,2980.957987,5,6,6,2,7,9,5,7,9,4,9,7,0.35884846
11,4,9,4,4,6,2,54.59815003,7,3,6,4,7,6,12,2,6,2,6,3,0.360146333
,5,8,6,5,9,4,403.4287935,5,9,2,5,6,6,3,5,5,4,3,5,0.320404027
5,5,8,10,5,5,7,20.08553692,3,5,6,,6,4,2,1,1,4,7,3,0.301886783
7,5,3,6,6,1,3,2980.957987,7,12,3,5,2,2,9,5,5,5,8,5,0.406740649
7,5,1,7,4,3,5,2.718281828,4,7,9,1,3,3,5,7,4,7,5,5,0.34812497
1,5,7,4,3,7,7,7.389056099,4,6,7,3,8,6,3,3,3,5,1,4,0.368724446
9,5,9,3,3,8,7,54.59815003,6,6,1,4,3,6,3,1,2,5,3,5,0.343041174
4,1,6,6,4,4,15,148.4131591,10,4,8,,5,10,3,1,3,2,4,7,0.35342957
5,8,4,6,2,6,1,403.4287935,6,5,3,2,6,6,2,7,2,5,7,5,0.310480857
6,4,5,8,7,5,8,2980.957987,7,5,3,3,4,4,5,3,5,6,6,8,0.35184017
1,4,4,6,3,2,6,403.4287935,5,3,0,5,4,4,7,4,2,8,4,7,0.364836187
9,3,10,3,2,6,6,8103.083928,2,0,5,2,3,8,5,6,3,5,8,3,0.416597747
3,6,7,3,4,8,6,22026.46579,4,7,6,5,5,1,4,7,5,2,6,3,0.345108752
9,10,2,2,2,1,5,148.4131591,5,9,8,3,0,4,4,6,3,5,4,7,0.312396188
6,7,3,3,5,8,6,1096.633158,4,5,4,4,4,7,1,6,4,6,5,3,0.406287147
5,3,3,4,8,5,8,54.59815003,4,5,3,2,3,4,6,4,10,10,3,7,0.352588972
3,4,2,5,6,4,6,54.59815003,4,7,1,6,5,3,6,2,6,6,4,8,0.428150885
5,4,5,4,4,4,8,20.08553692,3,5,5,6,5,14,6,3,6,7,6,4,0.434265018
5,4,2,5,3,5,3,2.718281828,4,5,7,5,5,7,3,7,2,8,4,6,0.422059325
3,4,10,5,6,7,2,7.389056099,3,5,0,5,2,7,4,6,5,6,5,5,0.331730438
8,4,9,2,4,3,3,1,7,5,5,2,3,5,6,4,5,4,2,6,0.33553341
4,6,10,7,9,7,3,20.08553692,11,7,4,5,7,3,5,4,8,7,4,7,0.411177119
6,3,3,3,2,3,6,403.4287935,5,7,4,6,6,3,4,3,1,3,2,1,0.362455373
6,3,4,3,5,5,8,7.389056099,6,4,4,3,6,6,2,3,7,8,6,1,0.341692231
3,7,5,7,6,1,5,54.59815003,7,2,5,5,5,6,4,5,4,5,5,4,0.341147093
